FIPS,Qualifying Name,File identification,State Postal Abbreviation,Summary Level,Geographic Component,Logical Record Number,State (FIPS Code),County of current residence,Census Tract,Geographic Identifier,Area Name,Tribal Tract,Population 25 Years and Over,Population 25 Years and Over: Less than High School,Population 25 Years and Over: High School Diploma,Population 25 Years and Over: Bachelor's Degree or Better,% Population 25 Years and Over: Less than High School,% Population 25 Years and Over: High School Diploma,% Population 25 Years and Over: Bachelor's Degree or Better
15003010508,"Census Tract 105.08, Honolulu County, Hawaii",ACSSF,hi,140,0,623,15,3,10508,14000US15003010508,Census Tract 105.08,,1868,0,896,972,0,47.97,52.03
15003010509,"Census Tract 105.09, Honolulu County, Hawaii",ACSSF,hi,140,0,624,15,3,10509,14000US15003010509,Census Tract 105.09,,1118,37,885,196,3.31,79.16,17.53
15003010510,"Census Tract 105.10, Honolulu County, Hawaii",ACSSF,hi,140,0,625,15,3,10510,14000US15003010510,Census Tract 105.10,,2491,132,1632,727,5.3,65.52,29.19
15003010601,"Census Tract 106.01, Honolulu County, Hawaii",ACSSF,hi,140,0,626,15,3,10601,14000US15003010601,Census Tract 106.01,,2625,269,1598,758,10.25,60.88,28.88
15003010602,"Census Tract 106.02, Honolulu County, Hawaii",ACSSF,hi,140,0,627,15,3,10602,14000US15003010602,Census Tract 106.02,,4222,232,2290,1700,5.5,54.24,40.27
15003010701,"Census Tract 107.01, Honolulu County, Hawaii",ACSSF,hi,140,0,628,15,3,10701,14000US15003010701,Census Tract 107.01,,2955,91,1266,1598,3.08,42.84,54.08
15003010702,"Census Tract 107.02, Honolulu County, Hawaii",ACSSF,hi,140,0,629,15,3,10702,14000US15003010702,Census Tract 107.02,,3012,118,2075,819,3.92,68.89,27.19
15003010901,"Census Tract 109.01, Honolulu County, Hawaii",ACSSF,hi,140,0,630,15,3,10901,14000US15003010901,Census Tract 109.01,,2155,63,749,1343,2.92,34.76,62.32
15003010903,"Census Tract 109.03, Honolulu County, Hawaii",ACSSF,hi,140,0,631,15,3,10903,14000US15003010903,Census Tract 109.03,,2692,161,1330,1201,5.98,49.41,44.61
15003010904,"Census Tract 109.04, Honolulu County, Hawaii",ACSSF,hi,140,0,632,15,3,10904,14000US15003010904,Census Tract 109.04,,2712,113,1699,900,4.17,62.65,33.19
15003010905,"Census Tract 109.05, Honolulu County, Hawaii",ACSSF,hi,140,0,633,15,3,10905,14000US15003010905,Census Tract 109.05,,1883,71,1091,721,3.77,57.94,38.29
15003011000,"Census Tract 110, Honolulu County, Hawaii",ACSSF,hi,140,0,634,15,3,11000,14000US15003011000,Census Tract 110,,2698,28,976,1694,1.04,36.17,62.79
15003011103,"Census Tract 111.03, Honolulu County, Hawaii",ACSSF,hi,140,0,635,15,3,11103,14000US15003011103,Census Tract 111.03,,3023,224,1280,1519,7.41,42.34,50.25
15003011104,"Census Tract 111.04, Honolulu County, Hawaii",ACSSF,hi,140,0,636,15,3,11104,14000US15003011104,Census Tract 111.04,,3977,131,2078,1768,3.29,52.25,44.46
15003011105,"Census Tract 111.05, Honolulu County, Hawaii",ACSSF,hi,140,0,637,15,3,11105,14000US15003011105,Census Tract 111.05,,2888,53,1166,1669,1.84,40.37,57.79
15003011106,"Census Tract 111.06, Honolulu County, Hawaii",ACSSF,hi,140,0,638,15,3,11106,14000US15003011106,Census Tract 111.06,,4392,90,2325,1977,2.05,52.94,45.01
15003011201,"Census Tract 112.01, Honolulu County, Hawaii",ACSSF,hi,140,0,639,15,3,11201,14000US15003011201,Census Tract 112.01,,3172,27,1216,1929,0.85,38.34,60.81
15003011202,"Census Tract 112.02, Honolulu County, Hawaii",ACSSF,hi,140,0,640,15,3,11202,14000US15003011202,Census Tract 112.02,,1330,12,422,896,0.9,31.73,67.37
15003011300,"Census Tract 113, Honolulu County, Hawaii",ACSSF,hi,140,0,641,15,3,11300,14000US15003011300,Census Tract 113,,3126,289,2327,510,9.25,74.44,16.31
15003011401,"Census Tract 114.01, Honolulu County, Hawaii",ACSSF,hi,140,0,642,15,3,11401,14000US15003011401,Census Tract 114.01,,1024,6,696,322,0.59,67.97,31.45
15003011500,"Census Tract 115, Honolulu County, Hawaii",ACSSF,hi,140,0,643,15,3,11500,14000US15003011500,Census Tract 115,,6922,392,3810,2720,5.66,55.04,39.3
15003011600,"Census Tract 116, Honolulu County, Hawaii",ACSSF,hi,140,0,644,15,3,11600,14000US15003011600,Census Tract 116,,1523,36,514,973,2.36,33.75,63.89
15003940003,"Census Tract 9400.03, Honolulu County, Hawaii",ACSSF,hi,140,0,645,15,3,940003,14000US15003940003,Census Tract 9400.03,,1596,156,926,514,9.77,58.02,32.21
15003940004,"Census Tract 9400.04, Honolulu County, Hawaii",ACSSF,hi,140,0,646,15,3,940004,14000US15003940004,Census Tract 9400.04,,1531,150,1131,250,9.8,73.87,16.33
15003940005,"Census Tract 9400.05, Honolulu County, Hawaii",ACSSF,hi,140,0,647,15,3,940005,14000US15003940005,Census Tract 9400.05,,1683,121,1384,178,7.19,82.23,10.58
15003940006,"Census Tract 9400.06, Honolulu County, Hawaii",ACSSF,hi,140,0,648,15,3,940006,14000US15003940006,Census Tract 9400.06,,1538,110,1298,130,7.15,84.4,8.45
15003940007,"Census Tract 9400.07, Honolulu County, Hawaii",ACSSF,hi,140,0,649,15,3,940007,14000US15003940007,Census Tract 9400.07,,1312,187,1056,69,14.25,80.49,5.26
15003980000,"Census Tract 9800, Honolulu County, Hawaii",ACSSF,hi,140,0,650,15,3,980000,14000US15003980000,Census Tract 9800,,0,0,0,0,,,
15003980200,"Census Tract 9802, Honolulu County, Hawaii",ACSSF,hi,140,0,651,15,3,980200,14000US15003980200,Census Tract 9802,,540,94,446,0,17.41,82.59,0
15003980300,"Census Tract 9803, Honolulu County, Hawaii",ACSSF,hi,140,0,652,15,3,980300,14000US15003980300,Census Tract 9803,,0,0,0,0,,,
15003980600,"Census Tract 9806, Honolulu County, Hawaii",ACSSF,hi,140,0,653,15,3,980600,14000US15003980600,Census Tract 9806,,0,0,0,0,,,
15003980700,"Census Tract 9807, Honolulu County, Hawaii",ACSSF,hi,140,0,654,15,3,980700,14000US15003980700,Census Tract 9807,,0,0,0,0,,,
15003980800,"Census Tract 9808, Honolulu County, Hawaii",ACSSF,hi,140,0,655,15,3,980800,14000US15003980800,Census Tract 9808,,0,0,0,0,,,
15003981000,"Census Tract 9810, Honolulu County, Hawaii",ACSSF,hi,140,0,656,15,3,981000,14000US15003981000,Census Tract 9810,,0,0,0,0,,,
15003981100,"Census Tract 9811, Honolulu County, Hawaii",ACSSF,hi,140,0,657,15,3,981100,14000US15003981100,Census Tract 9811,,11,4,0,7,36.36,0,63.64
15003981200,"Census Tract 9812, Honolulu County, Hawaii",ACSSF,hi,140,0,658,15,3,981200,14000US15003981200,Census Tract 9812,,0,0,0,0,,,
15003981300,"Census Tract 9813, Honolulu County, Hawaii",ACSSF,hi,140,0,659,15,3,981300,14000US15003981300,Census Tract 9813,,67,0,48,19,0,71.64,28.36
15003981400,"Census Tract 9814, Honolulu County, Hawaii",ACSSF,hi,140,0,660,15,3,981400,14000US15003981400,Census Tract 9814,,0,0,0,0,,,
15003981700,"Census Tract 9817, Honolulu County, Hawaii",ACSSF,hi,140,0,661,15,3,981700,14000US15003981700,Census Tract 9817,,1313,0,1100,213,0,83.78,16.22
15003981801,"Census Tract 9818.01, Honolulu County, Hawaii",ACSSF,hi,140,0,662,15,3,981801,14000US15003981801,Census Tract 9818.01,,1860,64,1183,613,3.44,63.6,32.96
15003981802,"Census Tract 9818.02, Honolulu County, Hawaii",ACSSF,hi,140,0,663,15,3,981802,14000US15003981802,Census Tract 9818.02,,844,19,443,382,2.25,52.49,45.26
15003981803,"Census Tract 9818.03, Honolulu County, Hawaii",ACSSF,hi,140,0,664,15,3,981803,14000US15003981803,Census Tract 9818.03,,444,0,316,128,0,71.17,28.83
15003981900,"Census Tract 9819, Honolulu County, Hawaii",ACSSF,hi,140,0,665,15,3,981900,14000US15003981900,Census Tract 9819,,100,0,92,8,0,92,8
15003982000,"Census Tract 9820, Honolulu County, Hawaii",ACSSF,hi,140,0,666,15,3,982000,14000US15003982000,Census Tract 9820,,545,18,273,254,3.3,50.09,46.61
15003982100,"Census Tract 9821, Honolulu County, Hawaii",ACSSF,hi,140,0,667,15,3,982100,14000US15003982100,Census Tract 9821,,0,0,0,0,,,
15003982200,"Census Tract 9822, Honolulu County, Hawaii",ACSSF,hi,140,0,668,15,3,982200,14000US15003982200,Census Tract 9822,,49,0,38,11,0,77.55,22.45
15003990001,"Census Tract 9900.01, Honolulu County, Hawaii",ACSSF,hi,140,0,669,15,3,990001,14000US15003990001,Census Tract 9900.01,,0,0,0,0,,,
15005031900,"Census Tract 319, Kalawao County, Hawaii",ACSSF,hi,140,0,670,15,5,31900,14000US15005031900,Census Tract 319,,47,3,27,17,6.38,57.45,36.17
15005990000,"Census Tract 9900, Kalawao County, Hawaii",ACSSF,hi,140,0,671,15,5,990000,14000US15005990000,Census Tract 9900,,0,0,0,0,,,
15007040104,"Census Tract 401.04, Kauai County, Hawaii",ACSSF,hi,140,0,672,15,7,40104,14000US15007040104,Census Tract 401.04,,843,174,373,296,20.64,44.25,35.11
15007040105,"Census Tract 401.05, Kauai County, Hawaii",ACSSF,hi,140,0,673,15,7,40105,14000US15007040105,Census Tract 401.05,,3089,240,2008,841,7.77,65,27.23
15007040106,"Census Tract 401.06, Kauai County, Hawaii",ACSSF,hi,140,0,674,15,7,40106,14000US15007040106,Census Tract 401.06,,1486,59,654,773,3.97,44.01,52.02
15007040204,"Census Tract 402.04, Kauai County, Hawaii",ACSSF,hi,140,0,675,15,7,40204,14000US15007040204,Census Tract 402.04,,4470,69,2810,1591,1.54,62.86,35.59
15007040205,"Census Tract 402.05, Kauai County, Hawaii",ACSSF,hi,140,0,676,15,7,40205,14000US15007040205,Census Tract 402.05,,3543,183,2168,1192,5.17,61.19,33.64
15007040301,"Census Tract 403.01, Kauai County, Hawaii",ACSSF,hi,140,0,677,15,7,40301,14000US15007040301,Census Tract 403.01,,4661,322,3106,1233,6.91,66.64,26.45
15007040302,"Census Tract 403.02, Kauai County, Hawaii",ACSSF,hi,140,0,678,15,7,40302,14000US15007040302,Census Tract 403.02,,2272,271,908,1093,11.93,39.96,48.11
15007040401,"Census Tract 404.01, Kauai County, Hawaii",ACSSF,hi,140,0,679,15,7,40401,14000US15007040401,Census Tract 404.01,,5386,699,3957,730,12.98,73.47,13.55
15007040402,"Census Tract 404.02, Kauai County, Hawaii",ACSSF,hi,140,0,680,15,7,40402,14000US15007040402,Census Tract 404.02,,2172,119,1319,734,5.48,60.73,33.79
15007040500,"Census Tract 405, Kauai County, Hawaii",ACSSF,hi,140,0,681,15,7,40500,14000US15007040500,Census Tract 405,,4888,375,2705,1808,7.67,55.34,36.99
15007040603,"Census Tract 406.03, Kauai County, Hawaii",ACSSF,hi,140,0,682,15,7,40603,14000US15007040603,Census Tract 406.03,,2062,99,1227,736,4.8,59.51,35.69
15007040604,"Census Tract 406.04, Kauai County, Hawaii",ACSSF,hi,140,0,683,15,7,40604,14000US15007040604,Census Tract 406.04,,2522,105,1628,789,4.16,64.55,31.28
15007040701,"Census Tract 407.01, Kauai County, Hawaii",ACSSF,hi,140,0,684,15,7,40701,14000US15007040701,Census Tract 407.01,,1903,64,1163,676,3.36,61.11,35.52
15007040702,"Census Tract 407.02, Kauai County, Hawaii",ACSSF,hi,140,0,685,15,7,40702,14000US15007040702,Census Tract 407.02,,3829,219,2157,1453,5.72,56.33,37.95
15007040800,"Census Tract 408, Kauai County, Hawaii",ACSSF,hi,140,0,686,15,7,40800,14000US15007040800,Census Tract 408,,2936,544,1997,395,18.53,68.02,13.45
15007040900,"Census Tract 409, Kauai County, Hawaii",ACSSF,hi,140,0,687,15,7,40900,14000US15007040900,Census Tract 409,,3519,413,2263,843,11.74,64.31,23.96
15007041200,"Census Tract 412, Kauai County, Hawaii",ACSSF,hi,140,0,688,15,7,41200,14000US15007041200,Census Tract 412,,0,0,0,0,,,
15007940000,"Census Tract 9400, Kauai County, Hawaii",ACSSF,hi,140,0,689,15,7,940000,14000US15007940000,Census Tract 9400,,2883,198,2096,589,6.87,72.7,20.43
15007990100,"Census Tract 9901, Kauai County, Hawaii",ACSSF,hi,140,0,690,15,7,990100,14000US15007990100,Census Tract 9901,,0,0,0,0,,,
15007990200,"Census Tract 9902, Kauai County, Hawaii",ACSSF,hi,140,0,691,15,7,990200,14000US15007990200,Census Tract 9902,,0,0,0,0,,,
15007990300,"Census Tract 9903, Kauai County, Hawaii",ACSSF,hi,140,0,692,15,7,990300,14000US15007990300,Census Tract 9903,,0,0,0,0,,,
15009030100,"Census Tract 301, Maui County, Hawaii",ACSSF,hi,140,0,693,15,9,30100,14000US15009030100,Census Tract 301,,915,24,675,216,2.62,73.77,23.61
15009030201,"Census Tract 302.01, Maui County, Hawaii",ACSSF,hi,140,0,694,15,9,30201,14000US15009030201,Census Tract 302.01,,2085,108,1492,485,5.18,71.56,23.26
15009030203,"Census Tract 302.03, Maui County, Hawaii",ACSSF,hi,140,0,695,15,9,30203,14000US15009030203,Census Tract 302.03,,3138,147,1894,1097,4.68,60.36,34.96
15009030204,"Census Tract 302.04, Maui County, Hawaii",ACSSF,hi,140,0,696,15,9,30204,14000US15009030204,Census Tract 302.04,,2980,661,1435,884,22.18,48.15,29.66
15009030304,"Census Tract 303.04, Maui County, Hawaii",ACSSF,hi,140,0,697,15,9,30304,14000US15009030304,Census Tract 303.04,,2627,81,1980,566,3.08,75.37,21.55
15009030305,"Census Tract 303.05, Maui County, Hawaii",ACSSF,hi,140,0,698,15,9,30305,14000US15009030305,Census Tract 303.05,,4244,179,1985,2080,4.22,46.77,49.01
15009030306,"Census Tract 303.06, Maui County, Hawaii",ACSSF,hi,140,0,699,15,9,30306,14000US15009030306,Census Tract 303.06,,2014,73,1218,723,3.62,60.48,35.9
15009030307,"Census Tract 303.07, Maui County, Hawaii",ACSSF,hi,140,0,700,15,9,30307,14000US15009030307,Census Tract 303.07,,1525,7,574,944,0.46,37.64,61.9
15009030403,"Census Tract 304.03, Maui County, Hawaii",ACSSF,hi,140,0,701,15,9,30403,14000US15009030403,Census Tract 304.03,,2762,133,1867,762,4.82,67.6,27.59
15009030404,"Census Tract 304.04, Maui County, Hawaii",ACSSF,hi,140,0,702,15,9,30404,14000US15009030404,Census Tract 304.04,,4103,268,2541,1294,6.53,61.93,31.54
15009030405,"Census Tract 304.05, Maui County, Hawaii",ACSSF,hi,140,0,703,15,9,30405,14000US15009030405,Census Tract 304.05,,1632,168,666,798,10.29,40.81,48.9
15009030406,"Census Tract 304.06, Maui County, Hawaii",ACSSF,hi,140,0,704,15,9,30406,14000US15009030406,Census Tract 304.06,,5061,203,3143,1715,4.01,62.1,33.89
15009030501,"Census Tract 305.01, Maui County, Hawaii",ACSSF,hi,140,0,705,15,9,30501,14000US15009030501,Census Tract 305.01,,1707,190,946,571,11.13,55.42,33.45
15009030705,"Census Tract 307.05, Maui County, Hawaii",ACSSF,hi,140,0,706,15,9,30705,14000US15009030705,Census Tract 307.05,,3012,148,2138,726,4.91,70.98,24.1
15009030706,"Census Tract 307.06, Maui County, Hawaii",ACSSF,hi,140,0,707,15,9,30706,14000US15009030706,Census Tract 307.06,,2106,63,1511,532,2.99,71.75,25.26
15009030708,"Census Tract 307.08, Maui County, Hawaii",ACSSF,hi,140,0,708,15,9,30708,14000US15009030708,Census Tract 307.08,,2426,181,1674,571,7.46,69,23.54
15009030709,"Census Tract 307.09, Maui County, Hawaii",ACSSF,hi,140,0,709,15,9,30709,14000US15009030709,Census Tract 307.09,,3094,227,1694,1173,7.34,54.75,37.91
15009030710,"Census Tract 307.10, Maui County, Hawaii",ACSSF,hi,140,0,710,15,9,30710,14000US15009030710,Census Tract 307.10,,2088,25,1125,938,1.2,53.88,44.92
15009030711,"Census Tract 307.11, Maui County, Hawaii",ACSSF,hi,140,0,711,15,9,30711,14000US15009030711,Census Tract 307.11,,1810,92,1010,708,5.08,55.8,39.12
15009030712,"Census Tract 307.12, Maui County, Hawaii",ACSSF,hi,140,0,712,15,9,30712,14000US15009030712,Census Tract 307.12,,1815,159,1050,606,8.76,57.85,33.39
15009030713,"Census Tract 307.13, Maui County, Hawaii",ACSSF,hi,140,0,713,15,9,30713,14000US15009030713,Census Tract 307.13,,2215,50,1334,831,2.26,60.23,37.52
15009030800,"Census Tract 308, Maui County, Hawaii",ACSSF,hi,140,0,714,15,9,30800,14000US15009030800,Census Tract 308,,5221,134,3693,1394,2.57,70.73,26.7
15009030901,"Census Tract 309.01, Maui County, Hawaii",ACSSF,hi,140,0,715,15,9,30901,14000US15009030901,Census Tract 309.01,,1599,157,1106,336,9.82,69.17,21.01
15009030902,"Census Tract 309.02, Maui County, Hawaii",ACSSF,hi,140,0,716,15,9,30902,14000US15009030902,Census Tract 309.02,,2034,66,1582,386,3.24,77.78,18.98
15009030903,"Census Tract 309.03, Maui County, Hawaii",ACSSF,hi,140,0,717,15,9,30903,14000US15009030903,Census Tract 309.03,,4991,545,3567,879,10.92,71.47,17.61
15009031001,"Census Tract 310.01, Maui County, Hawaii",ACSSF,hi,140,0,718,15,9,31001,14000US15009031001,Census Tract 310.01,,4365,187,2322,1856,4.28,53.2,42.52
15009031002,"Census Tract 310.02, Maui County, Hawaii",ACSSF,hi,140,0,719,15,9,31002,14000US15009031002,Census Tract 310.02,,2484,122,1346,1016,4.91,54.19,40.9
15009031102,"Census Tract 311.02, Maui County, Hawaii",ACSSF,hi,140,0,720,15,9,31102,14000US15009031102,Census Tract 311.02,,4233,450,2642,1141,10.63,62.41,26.95
15009031104,"Census Tract 311.04, Maui County, Hawaii",ACSSF,hi,140,0,721,15,9,31104,14000US15009031104,Census Tract 311.04,,1700,62,1210,428,3.65,71.18,25.18
15009031105,"Census Tract 311.05, Maui County, Hawaii",ACSSF,hi,140,0,722,15,9,31105,14000US15009031105,Census Tract 311.05,,4780,611,3271,898,12.78,68.43,18.79
15009031106,"Census Tract 311.06, Maui County, Hawaii",ACSSF,hi,140,0,723,15,9,31106,14000US15009031106,Census Tract 311.06,,3656,463,2005,1188,12.66,54.84,32.49
15009031107,"Census Tract 311.07, Maui County, Hawaii",ACSSF,hi,140,0,724,15,9,31107,14000US15009031107,Census Tract 311.07,,1955,344,1330,281,17.6,68.03,14.37
15009031402,"Census Tract 314.02, Maui County, Hawaii",ACSSF,hi,140,0,725,15,9,31402,14000US15009031402,Census Tract 314.02,,2184,164,1573,447,7.51,72.02,20.47
15009031404,"Census Tract 314.04, Maui County, Hawaii",ACSSF,hi,140,0,726,15,9,31404,14000US15009031404,Census Tract 314.04,,2469,125,1696,648,5.06,68.69,26.25
15009031405,"Census Tract 314.05, Maui County, Hawaii",ACSSF,hi,140,0,727,15,9,31405,14000US15009031405,Census Tract 314.05,,4432,541,2762,1129,12.21,62.32,25.47
15009031501,"Census Tract 315.01, Maui County, Hawaii",ACSSF,hi,140,0,728,15,9,31501,14000US15009031501,Census Tract 315.01,,1903,65,1485,353,3.42,78.03,18.55
15009031503,"Census Tract 315.03, Maui County, Hawaii",ACSSF,hi,140,0,729,15,9,31503,14000US15009031503,Census Tract 315.03,,2309,157,1481,671,6.8,64.14,29.06
15009031504,"Census Tract 315.04, Maui County, Hawaii",ACSSF,hi,140,0,730,15,9,31504,14000US15009031504,Census Tract 315.04,,1196,58,715,423,4.85,59.78,35.37
15009031505,"Census Tract 315.05, Maui County, Hawaii",ACSSF,hi,140,0,731,15,9,31505,14000US15009031505,Census Tract 315.05,,1765,72,976,717,4.08,55.3,40.62
15009031601,"Census Tract 316.01, Maui County, Hawaii",ACSSF,hi,140,0,732,15,9,31601,14000US15009031601,Census Tract 316.01,,2326,235,1444,647,10.1,62.08,27.82
15009031700,"Census Tract 317, Maui County, Hawaii",ACSSF,hi,140,0,733,15,9,31700,14000US15009031700,Census Tract 317,,2804,277,1919,608,9.88,68.44,21.68
15009031801,"Census Tract 318.01, Maui County, Hawaii",ACSSF,hi,140,0,734,15,9,31801,14000US15009031801,Census Tract 318.01,,1626,76,1127,423,4.67,69.31,26.01
15009031900,"Census Tract 319, Maui County, Hawaii",ACSSF,hi,140,0,735,15,9,31900,14000US15009031900,Census Tract 319,,3643,656,2080,907,18.01,57.1,24.9
15009032000,"Census Tract 320, Maui County, Hawaii",ACSSF,hi,140,0,736,15,9,32000,14000US15009032000,Census Tract 320,,785,18,404,363,2.29,51.46,46.24
15009980000,"Census Tract 9800, Maui County, Hawaii",ACSSF,hi,140,0,737,15,9,980000,14000US15009980000,Census Tract 9800,,0,0,0,0,,,
15009990000,"Census Tract 9900, Maui County, Hawaii",ACSSF,hi,140,0,738,15,9,990000,14000US15009990000,Census Tract 9900,,0,0,0,0,,,
15009990200,"Census Tract 9902, Maui County, Hawaii",ACSSF,hi,140,0,739,15,9,990200,14000US15009990200,Census Tract 9902,,0,0,0,0,,,
15009991200,"Census Tract 9912, Maui County, Hawaii",ACSSF,hi,140,0,740,15,9,991200,14000US15009991200,Census Tract 9912,,0,0,0,0,,,